"Date","Price","Open","High","Low","Vol.","Change %"
"Mar 06, 2017","1,104.07","1,110.92","1,118.73","1,103.28","86.51M","-0.62%"
"Mar 03, 2017","1,110.92","1,099.76","1,112.49","1,099.76","194.51M","1.01%"
"Mar 02, 2017","1,099.76","1,106.73","1,108.18","1,095.84","138.09M","-0.63%"
"Mar 01, 2017","1,106.73","1,114.84","1,115.90","1,106.73","152.17M","-0.73%"
"Feb 28, 2017","1,114.84","1,117.03","1,118.63","1,112.51","180.21M","-0.20%"
"Feb 27, 2017","1,117.03","1,109.54","1,117.57","1,107.09","137.22M","0.68%"
"Feb 24, 2017","1,109.54","1,118.50","1,118.99","1,108.00","111.75M","-0.80%"
"Feb 23, 2017","1,118.50","1,109.07","1,118.50","1,106.39","65.62M","0.85%"
"Feb 22, 2017","1,109.07","1,109.37","1,110.06","1,105.47","71.83M","-0.03%"
"Feb 21, 2017","1,109.37","1,109.47","1,113.74","1,105.68","86.17M","-0.01%"
"Feb 20, 2017","1,109.47","1,104.90","1,111.45","1,102.71","47.62M","0.41%"
"Feb 17, 2017","1,104.90","1,097.61","1,106.17","1,096.60","101.65M","0.66%"
"Feb 16, 2017","1,097.61","1,101.67","1,104.49","1,096.83","95.09M","-0.37%"
"Feb 15, 2017","1,101.67","1,097.51","1,101.67","1,093.19","98.31M","0.38%"
"Feb 14, 2017","1,097.51","1,109.97","1,109.97","1,095.95","68.45M","-1.12%"
"Feb 13, 2017","1,109.97","1,117.28","1,123.48","1,109.20","79.94M","-0.65%"
"Feb 10, 2017","1,117.28","1,116.79","1,118.23","1,109.42","122.67M","0.04%"
"Feb 09, 2017","1,116.79","1,123.71","1,124.93","1,112.78","59.67M","-0.62%"
"Feb 08, 2017","1,123.71","1,124.67","1,127.20","1,122.26","85.30M","-0.09%"
"Feb 07, 2017","1,124.67","1,133.99","1,134.47","1,120.74","95.00M","-0.82%"
"Feb 06, 2017","1,133.99","1,141.72","1,142.53","1,133.60","68.26M","-0.68%"
"Feb 03, 2017","1,141.72","1,149.29","1,158.60","1,141.23","79.34M","-0.66%"
"Feb 02, 2017","1,149.29","1,147.75","1,149.35","1,138.71","69.87M","0.13%"
"Feb 01, 2017","1,147.75","1,158.22","1,161.08","1,144.88","52.79M","-0.90%"
"Jan 31, 2017","1,158.22","1,168.29","1,170.32","1,151.00","97.72M","-0.86%"
"Jan 30, 2017","1,168.29","1,172.86","1,173.47","1,166.93","49.62M","-0.39%"
"Jan 27, 2017","1,172.86","1,170.68","1,174.62","1,170.04","84.80M","0.19%"
"Jan 26, 2017","1,170.68","1,168.06","1,171.07","1,166.18","68.48M","0.22%"
"Jan 25, 2017","1,168.06","1,166.42","1,168.68","1,166.42","112.48M","0.14%"
"Jan 24, 2017","1,166.42","1,167.06","1,170.68","1,162.46","115.61M","-0.05%"
"Jan 23, 2017","1,167.06","1,167.12","1,167.36","1,160.33","149.92M","-0.01%"
"Jan 20, 2017","1,167.12","1,165.74","1,168.07","1,163.79","128.41M","0.12%"
"Jan 19, 2017","1,165.74","1,166.25","1,166.88","1,163.74","109.84M","-0.04%"
"Jan 18, 2017","1,166.25","1,168.14","1,169.39","1,165.85","95.51M","-0.16%"
"Jan 17, 2017","1,168.14","1,174.29","1,174.29","1,167.70","112.75M","-0.52%"
"Jan 16, 2017","1,174.29","1,171.95","1,175.13","1,171.95","60.80M","0.20%"
"Jan 13, 2017","1,171.95","1,173.38","1,174.55","1,169.66","75.91M","-0.12%"
"Jan 12, 2017","1,173.38","1,176.50","1,178.22","1,171.94","128.25M","-0.27%"
"Jan 11, 2017","1,176.50","1,173.97","1,178.16","1,172.85","109.90M","0.22%"
"Jan 10, 2017","1,173.97","1,186.29","1,188.04","1,173.54","76.74M","-1.04%"
"Jan 09, 2017","1,186.29","1,170.68","1,186.29","1,170.29","99.34M","1.33%"
"Jan 06, 2017","1,170.68","1,168.31","1,172.64","1,167.86","116.76M","0.20%"
"Jan 05, 2017","1,168.31","1,173.67","1,181.07","1,168.31","55.24M","-0.46%"
"Jan 04, 2017","1,173.67","1,180.42","1,182.32","1,173.61","40.04M","-0.57%"
"Jan 03, 2017","1,180.42","1,195.20","1,195.20","1,177.58","68.33M","-1.24%"
"Dec 30, 2016","1,195.20","1,189.86","1,195.20","1,185.04","66.87M","0.45%"
"Dec 29, 2016","1,189.86","1,185.21","1,190.68","1,182.82","71.84M","0.39%"
"Dec 28, 2016","1,185.21","1,174.07","1,186.44","1,174.07","87.51M","0.95%"
"Dec 23, 2016","1,174.07","1,178.68","1,183.50","1,171.53","100.77M","-0.39%"
"Dec 22, 2016","1,178.68","1,176.35","1,180.00","1,175.62","138.30M","0.20%"
"Dec 21, 2016","1,176.35","1,183.26","1,183.26","1,175.17","221.59M","-0.64%"
"Dec 20, 2016","1,183.91","1,186.22","1,187.58","1,181.46","215.43M","-0.19%"
"Dec 19, 2016","1,186.22","1,192.20","1,192.20","1,183.85","153.04M","-0.50%"
"Dec 16, 2016","1,192.20","1,191.36","1,192.66","1,182.44","756.60M","0.07%"
"Dec 15, 2016","1,191.36","1,182.80","1,192.92","1,180.26","131.67M","0.72%"
"Dec 14, 2016","1,182.80","1,168.17","1,182.80","1,167.86","139.25M","1.25%"
"Dec 13, 2016","1,168.17","1,156.91","1,168.51","1,156.91","163.35M","0.97%"
"Dec 09, 2016","1,156.91","1,152.52","1,156.91","1,149.47","83.73M","0.38%"
"Dec 08, 2016","1,152.52","1,151.78","1,159.86","1,149.39","146.35M","0.06%"
"Dec 07, 2016","1,151.78","1,151.08","1,156.13","1,151.08","114.53M","0.07%"
"Dec 06, 2016","1,150.96","1,152.23","1,156.23","1,150.60","136.44M","-0.11%"
"Dec 05, 2016","1,152.23","1,151.87","1,156.94","1,150.28","111.89M","0.03%"
"Dec 02, 2016","1,151.87","1,133.11","1,156.51","1,126.55","117.85M","1.66%"
"Dec 01, 2016","1,133.11","1,131.89","1,133.56","1,130.13","199.57M","0.11%"
"Nov 30, 2016","1,131.89","1,125.11","1,132.81","1,123.96","189.68M","0.60%"
"Nov 29, 2016","1,125.11","1,126.31","1,126.33","1,121.22","119.35M","-0.11%"
"Nov 28, 2016","1,126.31","1,126.73","1,128.44","1,123.42","95.18M","-0.05%"
"Nov 25, 2016","1,126.88","1,133.55","1,134.86","1,125.62","78.36M","-0.59%"
"Nov 24, 2016","1,133.55","1,134.98","1,135.39","1,131.91","83.89M","-0.13%"
"Nov 23, 2016","1,134.98","1,132.54","1,136.41","1,130.52","137.42M","0.22%"
"Nov 22, 2016","1,132.54","1,134.63","1,134.63","1,130.71","89.13M","-0.23%"
"Nov 21, 2016","1,135.12","1,137.32","1,137.32","1,134.59","74.91M","-0.19%"
"Nov 18, 2016","1,137.32","1,141.58","1,141.58","1,136.84","131.46M","-0.37%"
"Nov 17, 2016","1,141.58","1,144.11","1,144.84","1,141.40","95.07M","-0.22%"
"Nov 16, 2016","1,144.11","1,154.97","1,154.97","1,142.83","96.02M","-0.94%"
"Nov 15, 2016","1,154.97","1,158.63","1,161.52","1,151.54","57.32M","-0.32%"
"Nov 14, 2016","1,158.63","1,168.70","1,172.78","1,157.82","84.03M","-0.86%"
"Nov 11, 2016","1,168.70","1,171.67","1,174.96","1,167.16","116.27M","-0.25%"
"Nov 10, 2016","1,171.67","1,168.38","1,178.14","1,166.62","93.02M","0.28%"
"Nov 09, 2016","1,168.38","1,178.93","1,179.53","1,162.92","79.81M","-0.89%"
"Nov 08, 2016","1,178.93","1,196.10","1,196.57","1,177.19","117.27M","-1.44%"
"Nov 07, 2016","1,196.10","1,201.51","1,201.51","1,195.27","90.29M","-0.45%"
"Nov 04, 2016","1,201.51","1,205.03","1,205.03","1,196.47","132.02M","-0.29%"
"Nov 03, 2016","1,205.03","1,211.11","1,222.73","1,204.28","67.10M","-0.50%"
"Nov 02, 2016","1,211.11","1,213.21","1,216.52","1,210.85","120.58M","-0.17%"
"Nov 01, 2016","1,213.21","1,212.18","1,215.43","1,210.58","98.16M","0.08%"
"Oct 31, 2016","1,212.18","1,216.95","1,217.81","1,211.78","137.36M","-0.39%"
"Oct 28, 2016","1,216.95","1,214.44","1,217.08","1,211.80","105.80M","0.21%"
"Oct 27, 2016","1,214.44","1,208.84","1,214.80","1,206.60","123.96M","0.46%"
"Oct 26, 2016","1,208.84","1,208.37","1,208.97","1,202.78","128.02M","0.04%"
"Oct 25, 2016","1,208.37","1,221.76","1,222.63","1,208.16","74.37M","-1.10%"
"Oct 24, 2016","1,221.76","1,222.21","1,224.23","1,221.10","64.29M","-0.04%"
"Oct 21, 2016","1,222.21","1,222.26","1,224.41","1,221.08","50.37M","-0.00%"
"Oct 20, 2016","1,222.26","1,215.03","1,229.38","1,215.03","83.31M","0.60%"
"Oct 19, 2016","1,215.03","1,218.29","1,218.91","1,214.00","40.90M","-0.27%"
"Oct 18, 2016","1,218.29","1,222.38","1,225.17","1,218.29","134.51M","-0.33%"
"Oct 17, 2016","1,222.38","1,235.38","1,235.75","1,222.38","95.48M","-1.05%"
"Oct 14, 2016","1,235.38","1,234.86","1,259.18","1,232.98","186.95M","0.04%"
"Oct 13, 2016","1,234.86","1,244.64","1,244.99","1,231.83","332.48M","-0.79%"
"Oct 12, 2016","1,244.64","1,244.64","1,246.42","1,238.28","119.74M","0.00%"
"Oct 11, 2016","1,244.64","1,237.99","1,246.08","1,236.59","170.22M","0.54%"
"Oct 10, 2016","1,237.99","1,232.25","1,239.55","1,230.61","114.75M","0.47%"
"Oct 07, 2016","1,232.25","1,244.02","1,244.45","1,230.92","154.01M","-0.95%"
"Oct 06, 2016","1,244.02","1,245.63","1,248.60","1,238.45","225.82M","-0.13%"
"Oct 05, 2016","1,245.63","1,259.04","1,259.29","1,244.31","133.06M","-1.07%"
"Oct 04, 2016","1,259.04","1,261.73","1,262.10","1,254.62","134.94M","-0.21%"
"Sep 30, 2016","1,261.73","1,257.93","1,261.73","1,243.94","151.11M","0.30%"
"Sep 29, 2016","1,257.93","1,257.55","1,262.07","1,253.66","122.52M","0.03%"
"Sep 28, 2016","1,257.55","1,256.91","1,258.67","1,252.29","100.79M","0.05%"
"Sep 27, 2016","1,256.91","1,256.35","1,257.01","1,252.06","98.16M","0.04%"
"Sep 26, 2016","1,256.35","1,255.71","1,257.53","1,255.00","176.06M","0.05%"
"Sep 23, 2016","1,255.71","1,254.40","1,258.07","1,251.24","130.76M","0.10%"
"Sep 22, 2016","1,254.40","1,252.22","1,256.96","1,249.42","326.45M","0.17%"
"Sep 21, 2016","1,252.22","1,252.91","1,254.08","1,249.58","157.16M","-0.06%"
"Sep 20, 2016","1,252.91","1,242.42","1,253.76","1,242.37","118.12M","0.84%"
"Sep 19, 2016","1,242.42","1,244.37","1,249.16","1,241.16","262.82M","-0.16%"
"Sep 16, 2016","1,244.37","1,237.09","1,244.37","1,232.60","160.50M","0.59%"
"Sep 15, 2016","1,237.09","1,235.01","1,238.45","1,234.51","108.55M","0.17%"
"Sep 14, 2016","1,235.01","1,233.78","1,235.06","1,231.62","127.24M","0.10%"
"Sep 09, 2016","1,233.78","1,233.40","1,235.79","1,232.57","194.05M","0.03%"
"Sep 08, 2016","1,233.40","1,232.08","1,233.44","1,227.01","179.09M","0.11%"
"Sep 07, 2016","1,232.08","1,230.57","1,232.42","1,224.19","246.06M","0.12%"
"Sep 06, 2016","1,230.57","1,238.94","1,238.94","1,230.57","141.62M","-0.68%"
"Sep 05, 2016","1,238.94","1,240.12","1,241.96","1,236.45","150.96M","-0.10%"
"Sep 02, 2016","1,240.12","1,256.33","1,260.08","1,239.49","267.43M","-1.29%"
"Sep 01, 2016","1,256.33","1,232.32","1,256.54","1,232.32","152.82M","1.95%"
"Aug 31, 2016","1,232.32","1,228.79","1,233.07","1,227.68","225.46M","0.29%"
"Aug 30, 2016","1,228.79","1,224.97","1,230.90","1,224.89","162.36M","0.31%"
"Aug 29, 2016","1,224.97","1,229.75","1,229.88","1,222.03","-","-0.39%"
"Aug 26, 2016","1,229.75","1,228.37","1,234.19","1,221.83","-","0.11%"
"Aug 25, 2016","1,228.37","1,244.01","1,244.25","1,227.43","-","-1.26%"
"Aug 24, 2016","1,244.01","1,240.61","1,244.02","1,237.23","-","0.27%"
"Aug 23, 2016","1,240.61","1,235.96","1,242.53","1,231.04","-","0.36%"
"Aug 22, 2016","1,236.14","1,225.72","1,237.32","1,225.72","-","0.85%"
"Aug 19, 2016","1,225.72","1,212.96","1,227.90","1,212.26","-","1.18%"
"Aug 18, 2016","1,211.44","1,212.25","1,219.39","1,207.98","-","-0.07%"
"Aug 17, 2016","1,212.25","1,209.27","1,218.33","1,207.64","-","0.25%"
"Aug 16, 2016","1,209.27","1,203.98","1,211.37","1,202.65","-","0.44%"
"Aug 15, 2016","1,203.98","1,202.77","1,207.78","1,200.37","-","0.10%"
"Aug 12, 2016","1,202.77","1,203.92","1,204.56","1,198.74","-","-0.10%"
"Aug 11, 2016","1,203.92","1,212.60","1,215.03","1,201.93","-","-0.72%"
"Aug 10, 2016","1,212.60","1,205.54","1,212.60","1,204.27","-","0.59%"
"Aug 09, 2016","1,205.54","1,210.51","1,215.33","1,202.39","-","-0.41%"
"Aug 08, 2016","1,210.51","1,211.99","1,213.99","1,205.64","-","-0.12%"
"Aug 05, 2016","1,211.99","1,226.18","1,227.07","1,211.99","-","-1.16%"
"Aug 04, 2016","1,226.18","1,222.25","1,228.56","1,220.41","-","0.32%"
"Aug 03, 2016","1,222.25","1,230.69","1,231.09","1,222.14","-","-0.69%"
"Aug 02, 2016","1,230.69","1,235.64","1,240.97","1,229.40","-","-0.40%"
"Aug 01, 2016","1,235.64","1,245.81","1,246.76","1,233.13","-","-0.82%"
"Jul 29, 2016","1,245.81","1,249.80","1,253.53","1,245.46","-","-0.27%"
"Jul 28, 2016","1,249.14","1,257.65","1,257.65","1,248.77","-","-0.68%"
"Jul 27, 2016","1,257.65","1,252.00","1,264.84","1,251.97","-","0.45%"
"Jul 26, 2016","1,252.00","1,233.93","1,254.24","1,233.33","-","1.46%"
"Jul 25, 2016","1,233.93","1,228.80","1,235.32","1,223.76","-","0.42%"
"Jul 22, 2016","1,228.80","1,235.86","1,240.90","1,228.37","-","-0.57%"
"Jul 21, 2016","1,235.86","1,249.21","1,249.21","1,235.68","-","-1.07%"
"Jul 20, 2016","1,249.21","1,260.83","1,260.83","1,246.49","-","-0.92%"
"Jul 19, 2016","1,260.83","1,275.03","1,275.30","1,259.85","-","-1.09%"
"Jul 18, 2016","1,274.78","1,278.76","1,282.97","1,271.50","-","-0.29%"
"Jul 15, 2016","1,278.52","1,272.28","1,281.13","1,272.28","-","0.49%"
"Jul 14, 2016","1,272.28","1,274.05","1,274.41","1,269.74","-","-0.14%"
"Jul 13, 2016","1,274.05","1,279.76","1,279.96","1,272.04","-","-0.45%"
"Jul 12, 2016","1,279.76","1,275.42","1,283.58","1,271.68","-","0.34%"
"Jul 11, 2016","1,275.42","1,276.36","1,278.63","1,263.08","-","-0.07%"
"Jul 08, 2016","1,276.36","1,284.09","1,286.38","1,273.88","-","-0.60%"
"Jul 04, 2016","1,284.09","1,299.23","1,301.28","1,282.69","-","-1.17%"
"Jul 01, 2016","1,299.23","1,316.34","1,316.76","1,296.57","-","-1.30%"
"Jun 30, 2016","1,316.34","1,325.91","1,329.60","1,315.90","-","-0.72%"
"Jun 29, 2016","1,325.91","1,313.92","1,327.79","1,309.53","-","0.91%"
"Jun 28, 2016","1,313.92","1,329.41","1,329.41","1,301.63","-","-1.17%"
"Jun 27, 2016","1,329.41","1,362.48","1,364.54","1,327.48","-","-2.43%"
"Jun 24, 2016","1,362.48","1,379.09","1,379.90","1,340.03","-","-1.20%"
"Jun 23, 2016","1,379.09","1,336.46","1,379.13","1,336.46","-","3.19%"
"Jun 22, 2016","1,336.46","1,306.94","1,336.96","1,306.94","-","2.26%"
"Jun 21, 2016","1,306.94","1,276.22","1,307.17","1,273.94","-","2.41%"
"Jun 20, 2016","1,276.22","1,297.23","1,304.47","1,275.43","-","-1.65%"
"Jun 17, 2016","1,297.65","1,265.73","1,298.99","1,265.57","-","2.52%"
"Jun 16, 2016","1,265.73","1,239.44","1,276.89","1,239.44","-","2.24%"
"Jun 15, 2016","1,238.02","1,200.76","1,238.11","1,200.76","-","3.10%"
"Jun 14, 2016","1,200.76","1,205.22","1,206.39","1,198.06","-","-0.37%"
"Jun 13, 2016","1,205.22","1,210.68","1,212.61","1,202.70","-","-0.45%"
"Jun 10, 2016","1,210.68","1,215.49","1,224.38","1,209.36","-","-0.40%"
"Jun 09, 2016","1,215.49","1,204.88","1,218.96","1,204.19","-","0.88%"
"Jun 08, 2016","1,204.88","1,219.73","1,220.62","1,204.37","-","-1.22%"
"Jun 07, 2016","1,219.73","1,224.07","1,224.07","1,217.46","-","-0.42%"
"Jun 06, 2016","1,224.82","1,229.25","1,232.36","1,219.23","-","-0.36%"
"Jun 03, 2016","1,229.25","1,203.20","1,230.63","1,203.20","-","2.17%"
"Jun 02, 2016","1,203.20","1,189.37","1,205.15","1,173.60","-","1.07%"
"Jun 01, 2016","1,190.50","1,232.93","1,232.93","1,189.34","-","-3.51%"
"May 31, 2016","1,233.76","1,292.24","1,292.24","1,233.10","-","-4.53%"
"May 27, 2016","1,292.24","1,291.24","1,305.52","1,291.24","-","0.08%"
"May 26, 2016","1,291.24","1,255.93","1,294.51","1,255.93","-","2.81%"
"May 25, 2016","1,255.93","1,209.98","1,255.99","1,209.98","-","3.80%"
"May 24, 2016","1,209.98","1,201.06","1,210.01","1,199.74","-","0.74%"
"May 23, 2016","1,201.06","1,206.29","1,206.29","1,190.31","-","-0.49%"
"May 20, 2016","1,207.02","1,201.20","1,208.26","1,200.45","-","0.48%"
"May 19, 2016","1,201.20","1,186.97","1,202.50","1,186.32","-","1.20%"
"May 18, 2016","1,186.97","1,180.12","1,187.56","1,175.28","-","0.58%"
"May 17, 2016","1,180.12","1,188.39","1,191.97","1,176.62","-","-0.79%"
"May 16, 2016","1,189.48","1,171.04","1,190.63","1,168.65","-","1.57%"
"May 13, 2016","1,171.04","1,141.77","1,179.48","1,141.77","-","2.56%"
"May 12, 2016","1,141.77","1,129.14","1,141.77","1,128.61","-","1.12%"
"May 11, 2016","1,129.14","1,128.69","1,132.28","1,127.53","-","0.04%"
"May 10, 2016","1,128.69","1,134.92","1,137.87","1,127.43","-","-0.55%"
"May 09, 2016","1,134.92","1,127.76","1,138.83","1,127.61","-","0.63%"
"May 06, 2016","1,127.76","1,120.07","1,129.43","1,113.79","-","0.69%"
"May 05, 2016","1,120.07","1,126.92","1,127.06","1,116.86","-","-0.61%"
"May 04, 2016","1,126.92","1,132.76","1,145.10","1,126.15","-","-0.52%"
"May 03, 2016","1,132.76","1,098.20","1,137.00","1,098.01","-","3.15%"
"Apr 29, 2016","1,098.20","1,093.19","1,104.33","1,092.70","-","0.42%"
"Apr 28, 2016","1,093.62","1,088.35","1,098.25","1,088.16","-","0.48%"
"Apr 27, 2016","1,088.35","1,090.89","1,092.39","1,085.14","-","-0.23%"
"Apr 26, 2016","1,090.89","1,088.36","1,093.30","1,087.68","-","0.28%"
"Apr 25, 2016","1,087.89","1,092.30","1,092.49","1,086.20","-","-0.40%"
"Apr 22, 2016","1,092.30","1,096.19","1,096.19","1,090.75","-","-0.35%"
"Apr 21, 2016","1,096.19","1,089.19","1,097.18","1,089.19","-","0.64%"
"Apr 20, 2016","1,089.19","1,081.99","1,089.78","1,081.99","-","0.88%"
"Apr 19, 2016","1,079.74","1,079.98","1,080.63","1,077.04","-","0.15%"
"Apr 18, 2016","1,078.07","1,085.14","1,085.14","1,076.95","-","-0.65%"
"Apr 15, 2016","1,085.14","1,087.42","1,087.80","1,079.69","-","-0.21%"
"Apr 14, 2016","1,087.43","1,081.74","1,087.43","1,080.90","-","0.53%"
"Apr 13, 2016","1,081.74","1,080.78","1,084.05","1,078.67","-","0.09%"
"Apr 12, 2016","1,080.78","1,080.54","1,081.74","1,076.09","-","0.02%"
"Apr 11, 2016","1,080.57","1,109.41","1,109.81","1,080.12","-","-2.60%"
"Apr 08, 2016","1,109.41","1,110.50","1,111.05","1,107.46","-","-0.10%"
"Apr 07, 2016","1,110.50","1,112.72","1,113.10","1,104.28","-","-0.20%"
"Apr 06, 2016","1,112.72","1,113.19","1,113.63","1,111.38","-","-0.04%"
"Apr 05, 2016","1,113.19","1,107.15","1,113.33","1,106.70","-","0.55%"
"Apr 04, 2016","1,107.15","1,115.73","1,117.34","1,105.00","-","-0.79%"
"Apr 01, 2016","1,115.92","1,108.60","1,115.92","1,107.14","-","0.66%"
"Mar 31, 2016","1,108.60","1,103.51","1,110.05","1,103.32","-","-0.88%"
"Mar 30, 2016","1,118.43","1,128.98","1,130.80","1,111.94","-","-0.95%"
"Mar 29, 2016","1,129.17","1,145.64","1,146.38","1,126.86","-","-1.46%"
"Mar 24, 2016","1,145.87","1,135.72","1,146.62","1,135.72","-","0.89%"
"Mar 23, 2016","1,135.72","1,144.59","1,145.07","1,132.66","-","-0.80%"
"Mar 22, 2016","1,144.86","1,137.31","1,146.83","1,136.94","-","0.66%"
"Mar 21, 2016","1,137.31","1,129.28","1,141.56","1,127.26","-","0.71%"
"Mar 18, 2016","1,129.28","1,128.48","1,129.28","1,119.31","-","0.08%"
"Mar 17, 2016","1,128.43","1,127.57","1,131.00","1,124.24","-","0.08%"
"Mar 16, 2016","1,127.57","1,132.48","1,132.63","1,126.76","-","-0.43%"
"Mar 15, 2016","1,132.48","1,141.51","1,144.54","1,131.51","-","-0.79%"
"Mar 14, 2016","1,141.51","1,147.60","1,162.12","1,139.14","-","-0.53%"
"Mar 11, 2016","1,147.60","1,142.50","1,151.12","1,142.50","-","0.45%"
"Mar 10, 2016","1,142.50","1,141.57","1,144.67","1,140.62","-","0.08%"
"Mar 09, 2016","1,141.57","1,136.40","1,142.81","1,136.09","-","0.45%"
"Mar 08, 2016","1,136.40","1,138.78","1,144.43","1,125.88","-","-0.21%"
"Mar 07, 2016","1,138.78","1,134.53","1,138.78","1,132.94","-","0.37%"
"Mar 04, 2016","1,134.53","1,134.54","1,134.59","1,130.15","-","-0.00%"
"Mar 03, 2016","1,134.54","1,121.27","1,134.54","1,118.04","-","1.18%"
"Mar 02, 2016","1,121.27","1,104.19","1,130.88","1,104.19","-","1.55%"
"Mar 01, 2016","1,104.19","1,097.97","1,104.55","1,090.44","-","0.57%"
"Feb 29, 2016","1,097.97","1,086.82","1,098.10","1,084.36","-","1.03%"
"Feb 26, 2016","1,086.82","1,076.81","1,087.11","1,076.42","-","0.93%"
"Feb 25, 2016","1,076.81","1,069.45","1,078.96","1,069.28","-","0.69%"
"Feb 24, 2016","1,069.45","1,080.48","1,080.52","1,069.45","-","-1.02%"
"Feb 23, 2016","1,080.48","1,090.73","1,091.81","1,079.57","-","-0.94%"
"Feb 22, 2016","1,090.73","1,090.62","1,093.25","1,088.84","-","0.01%"
"Feb 19, 2016","1,090.62","1,081.00","1,091.76","1,080.78","-","0.89%"
"Feb 18, 2016","1,081.00","1,068.08","1,081.02","1,064.93","-","1.21%"
"Feb 17, 2016","1,068.08","1,085.87","1,087.46","1,067.91","-","-1.64%"
"Feb 16, 2016","1,085.87","1,094.88","1,094.96","1,085.58","-","-0.82%"
"Feb 15, 2016","1,094.88","1,093.54","1,100.00","1,080.98","-","0.12%"
"Feb 12, 2016","1,093.54","1,094.13","1,100.96","1,086.82","-","-0.05%"
"Feb 11, 2016","1,094.13","1,075.26","1,094.52","1,075.26","-","1.75%"
"Feb 10, 2016","1,075.26","1,069.85","1,075.26","1,066.98","-","0.51%"
"Feb 09, 2016","1,069.85","1,069.86","1,069.89","1,057.07","-","-0.00%"
"Feb 08, 2016","1,069.86","1,054.83","1,069.86","1,053.65","-","1.42%"
"Feb 05, 2016","1,054.83","1,057.73","1,059.11","1,048.97","-","-0.19%"
"Feb 04, 2016","1,056.86","1,058.74","1,064.64","1,049.04","-","-0.18%"
"Feb 03, 2016","1,058.74","1,069.86","1,072.31","1,055.15","-","-1.04%"
"Feb 02, 2016","1,069.86","1,070.90","1,070.97","1,065.17","-","-0.10%"
"Feb 01, 2016","1,070.90","1,074.47","1,086.63","1,068.74","-","-0.33%"
"Jan 29, 2016","1,074.47","1,056.46","1,075.46","1,056.46","-","1.70%"
"Jan 28, 2016","1,056.46","1,043.72","1,060.13","1,043.72","-","1.22%"
"Jan 27, 2016","1,043.72","1,070.09","1,070.09","1,042.52","-","-2.46%"
"Jan 26, 2016","1,070.09","1,077.98","1,079.45","1,068.82","-","-0.73%"
"Jan 25, 2016","1,077.98","1,070.36","1,088.06","1,070.05","-","0.71%"
"Jan 22, 2016","1,070.36","1,063.13","1,070.36","1,053.13","-","0.68%"
"Jan 21, 2016","1,063.13","1,043.87","1,063.76","1,043.87","-","1.85%"
"Jan 20, 2016","1,043.87","1,000.34","1,046.36","1,000.34","-","4.35%"
"Jan 19, 2016","1,000.34","1,003.83","1,004.83","993.36","-","-0.35%"
"Jan 18, 2016","1,003.83","1,044.91","1,044.91","1,003.68","-","-3.93%"
"Jan 15, 2016","1,044.91","1,078.94","1,078.94","1,038.21","-","-3.15%"
"Jan 14, 2016","1,078.94","1,118.16","1,118.16","1,078.24","-","-3.51%"
"Jan 13, 2016","1,118.16","1,161.49","1,164.84","1,117.36","-","-3.73%"
"Jan 12, 2016","1,161.49","1,178.55","1,181.67","1,160.92","-","-1.45%"
"Jan 11, 2016","1,178.55","1,208.30","1,210.81","1,175.95","-","-2.46%"
"Jan 08, 2016","1,208.30","1,222.52","1,222.64","1,195.83","-","-1.16%"
"Jan 07, 2016","1,222.52","1,226.00","1,226.00","1,204.76","-","-0.28%"
"Jan 06, 2016","1,226.00","1,257.42","1,259.37","1,223.72","-","-2.50%"
"Jan 05, 2016","1,257.42","1,272.16","1,272.16","1,256.63","-","-1.16%"
"Jan 04, 2016","1,272.16","1,287.67","1,291.42","1,271.38","-","-1.20%"
"Dec 31, 2015","1,287.67","1,246.11","1,287.67","1,245.33","-","3.34%"
"Dec 30, 2015","1,246.11","1,203.65","1,246.11","1,203.65","-","3.53%"
"Dec 29, 2015","1,203.65","1,209.07","1,214.34","1,194.97","-","-0.45%"
"Dec 23, 2015","1,209.07","1,211.78","1,214.11","1,203.84","-","-0.22%"
"Dec 22, 2015","1,211.78","1,202.84","1,211.78","1,193.85","-","0.74%"
"Dec 21, 2015","1,202.84","1,194.03","1,202.84","1,192.04","-","0.74%"
"Dec 18, 2015","1,194.03","1,210.77","1,213.26","1,193.91","-","-1.38%"
"Dec 17, 2015","1,210.77","1,210.33","1,214.74","1,210.33","-","0.04%"
"Dec 16, 2015","1,210.33","1,207.82","1,223.54","1,207.50","-","0.21%"
"Dec 15, 2015","1,207.82","1,217.69","1,220.10","1,204.55","-","-0.81%"
"Dec 14, 2015","1,217.69","1,222.88","1,226.44","1,215.56","-","-0.42%"
"Dec 11, 2015","1,222.88","1,219.24","1,231.92","1,219.10","-","0.30%"
"Dec 10, 2015","1,219.24","1,205.70","1,220.08","1,205.18","-","1.12%"
"Dec 09, 2015","1,205.70","1,225.67","1,228.76","1,197.25","-","-1.63%"
"Dec 08, 2015","1,225.67","1,241.35","1,269.80","1,223.86","-","-1.26%"
"Dec 07, 2015","1,241.35","1,240.57","1,241.35","1,224.42","-","0.06%"
"Dec 04, 2015","1,240.57","1,237.62","1,240.69","1,234.73","-","0.24%"
"Dec 03, 2015","1,237.62","1,224.39","1,237.74","1,223.79","-","1.08%"
"Dec 02, 2015","1,224.39","1,226.46","1,227.97","1,220.48","-","-0.17%"
"Dec 01, 2015","1,226.46","1,229.29","1,229.29","1,224.25","-","-0.23%"
"Nov 30, 2015","1,229.29","1,241.78","1,242.78","1,223.92","-","-1.01%"
